branch,date,supplier,lunar,barcode,quantity,price
3,05/05/2022,113618,250,5052149454065,-1,-£29.99
3,05/05/2022,115032,250,5052149545084,1,£44.99
3,05/05/2022,115931,250,5052149463937,1,£34.99
3,05/05/2022,132528,250,5052149537003,1,£34.99
3,05/05/2022,164534,250,5052149378118,1,£32.99
3,06/05/2022,134923,250,5052149465078,1,£39.99
3,06/05/2022,135447,250,5052149546333,1,£47.99
3,06/05/2022,164029,250,5052149463579,1,£32.99
3,06/05/2022,164029,250,5052149386229,1,£32.99
3,07/05/2022,102017,250,5052149388650,1,£29.99
3,07/05/2022,114519,250,5052149463579,-1,-£32.99
3,07/05/2022,124628,250,5052149388674,1,£29.99
3,07/05/2022,144131,250,5052149464781,1,£32.99
4,07/05/2022,102002,250,5052149546043,1,£47.99
4,07/05/2022,113758,250,5052149497840,1,£12.49
4,07/05/2022,122359,250,5052149487834,1,£20.00
4,07/05/2022,124151,250,5052149548535,1,£39.99
4,07/05/2022,131908,250,5052149452207,1,£15.00
4,07/05/2022,144157,250,5052149390998,1,£29.99
4,07/05/2022,152614,250,5052149463333,1,£32.99
4,17/04/2022,143002,250,5052149548122,1,£44.99
4,17/04/2022,152625,250,5052149426291,1,£32.99
4,01/05/2022,141751,250,5052149545688,1,£44.99
4,06/05/2022,123104,250,5052149484659,1,£29.99
4,06/05/2022,144105,250,5052149378439,1,£32.99
4,06/05/2022,155712,250,5052149417565,1,£44.99
4,06/05/2022,162439,250,5052149360908,1,£12.00
4,05/05/2022,112001,250,5052149465085,1,£44.99
4,05/05/2022,113458,250,5052149290335,1,£9.99
4,05/05/2022,130027,250,5052149548191,1,£44.99
4,05/05/2022,145557,250,5052149545855,1,£44.99
4,05/05/2022,160616,250,5052149377166,1,£32.99
4,04/05/2022,141323,250,5052149434753,1,£11.25
4,04/05/2022,145818,250,5052149450937,1,£32.99
4,02/05/2022,114703,250,5052149411518,1,£49.95
4,02/05/2022,130947,250,5052149545121,1,£44.99
4,30/04/2022,103220,250,5052149511287,1,£44.99
4,30/04/2022,112202,250,5052149545664,1,£44.99
4,30/04/2022,131725,250,5052149451064,1,£32.99
4,30/04/2022,132500,250,5052149548139,1,£44.99
4,30/04/2022,132829,250,5052149545848,1,£44.99
4,30/04/2022,141631,250,5052149475008,1,£20.00
4,30/04/2022,143021,250,5052149548566,1,£39.99
4,30/04/2022,143221,250,5052149484666,1,£29.99
4,29/04/2022,112602,250,5052149291028,-1,-£12.00
4,29/04/2022,122708,250,5052149426284,1,£32.99
4,29/04/2022,122708,250,5052149462824,1,£15.00
4,29/04/2022,122708,250,5052149461025,1,£20.00
4,29/04/2022,125940,250,5052149417602,1,£44.99
4,29/04/2022,143852,250,5052149545756,1,£44.99
4,29/04/2022,150028,250,5052149547965,1,£46.99
4,29/04/2022,152947,250,5052149552389,1,£32.99
4,28/04/2022,113815,250,5052149291028,1,£12.00
4,28/04/2022,133347,250,5052149463999,1,£34.99
4,28/04/2022,141054,250,5052149462657,1,£23.99
4,28/04/2022,141317,250,5052149462657,1,£23.99
4,28/04/2022,141434,250,5052149485489,1,£20.00
4,27/04/2022,104402,250,5052149425928,1,£29.99
4,27/04/2022,104756,250,5052149487100,1,£39.99
4,27/04/2022,110451,250,5052149545077,1,£44.99
4,27/04/2022,113042,250,5052149497468,1,£25.00
4,27/04/2022,162942,250,5052149498038,1,£25.00
4,26/04/2022,154528,250,5052149511034,1,£44.99
4,24/04/2022,143516,250,5052149377159,1,£29.69
4,24/04/2022,143516,250,5052149451057,1,£29.69
4,24/04/2022,131716,250,5052149452153,1,£15.00
4,24/04/2022,131843,250,5052149417589,1,£44.99
4,24/04/2022,141100,250,5052149447043,1,£15.00
4,23/04/2022,93946,250,5052149463999,1,£34.99
4,23/04/2022,131721,250,5052149484086,1,£25.00
4,23/04/2022,145451,250,5052149418456,1,£22.50
4,23/04/2022,145638,250,5052149418265,1,£30.00
4,23/04/2022,153648,250,5052149545251,1,£44.99
4,23/04/2022,153648,250,5052149378170,1,£32.99
4,23/04/2022,113517,250,5052149484659,1,£23.99
4,23/04/2022,140050,250,5052149388681,1,£34.99
4,23/04/2022,164519,250,5052149547965,1,£46.99
4,22/04/2022,103808,250,5052149488787,1,£25.00
4,22/04/2022,115603,250,5052149462596,1,£23.99
4,22/04/2022,115603,250,5052149378170,1,£32.99
4,22/04/2022,131718,250,5052149548214,1,£44.99
4,22/04/2022,132032,250,5052149548160,1,£44.99
4,22/04/2022,152645,250,5052149548610,1,£39.99
4,22/04/2022,155425,250,5052149511478,1,£20.00
4,22/04/2022,103447,250,5052149450968,1,£26.39
4,22/04/2022,105155,250,505214948456,1,£20.00
4,22/04/2022,121705,250,5052149452184,1,£15.00
4,21/04/2022,133852,250,5052149241115,1,£9.99
4,21/04/2022,162953,250,5052149376053,1,£34.99
4,21/04/2022,162953,250,5052149465092,1,£44.99
4,21/04/2022,110048,250,5052149529480,1,£37.00
4,20/04/2022,105447,250,5052149465061,1,£44.99
4,20/04/2022,111002,250,5052149548191,1,£44.99
4,20/04/2022,120727,250,5052149418531,1,£20.00
4,20/04/2022,151742,250,5052149447166,1,£15.00
4,19/04/2022,122334,250,5052149545046,1,£39.99
4,19/04/2022,133543,250,5052149447586,1,£15.00
4,19/04/2022,140245,250,5052149547958,1,£46.99
4,19/04/2022,141128,250,5052149388605,1,£34.99
4,19/04/2022,141128,250,5052149377142,1,£32.99
4,19/04/2022,152333,250,5052149487919,1,£20.00
4,19/04/2022,121722,250,5052149426291,1,£32.99
4,19/04/2022,151704,250,5052149462596,1,£23.99
4,19/04/2022,151704,250,5052149462602,1,£23.99
4,19/04/2022,161233,250,5052149548658,1,£34.99
4,19/04/2022,170304,250,5052149484765,1,£19.99
4,19/04/2022,170304,250,5052149552389,1,£32.99
4,18/04/2022,151559,250,5052149557179,1,£34.99
4,18/04/2022,164858,250,5052149411716,1,£25.00
4,16/04/2022,112709,250,5052149548627,1,£39.99
4,16/04/2022,131007,250,5052149241092,1,£9.99
4,16/04/2022,135237,250,5052149511300,1,£44.99
4,16/04/2022,145007,250,5052149547958,1,£46.99
4,16/04/2022,145421,250,5052149484758,1,£19.99
4,16/04/2022,145922,250,5052149425928,-1,-£29.99
4,16/04/2022,145922,250,5052149425980,1,£29.99
4,16/04/2022,141800,250,5052149486578,1,£20.00
4,15/04/2022,120643,250,5052149289728,1,£9.99
4,14/04/2022,160427,250,5052149545244,1,£44.99
4,14/04/2022,115219,250,5052149497550,1,£25.00
4,13/04/2022,141919,250,5052149289667,1,£9.99
4,13/04/2022,142145,250,5052149289667,-1,-£9.99
4,13/04/2022,142247,250,5052149289667,1,£9.99
4,13/04/2022,142719,250,5052149465252,1,£44.99
4,13/04/2022,102128,250,5052149491626,-1,-£20.00
4,13/04/2022,115842,250,5052149447166,1,£15.00
4,12/04/2022,144617,250,5052149484055,1,£25.00
4,12/04/2022,111818,250,5052149491626,1,£20.00
4,12/04/2022,160230,250,5052149525079,1,£40.00
4,09/04/2022,111142,250,5052149462824,-1,-£15.00
4,09/04/2022,111142,250,5052149462817,1,£15.00
4,09/04/2022,120043,250,5052149376060,1,£34.99
4,09/04/2022,153211,250,5052149511287,1,£44.99
4,09/04/2022,153355,250,5052149425508,1,£29.99
4,09/04/2022,160520,250,5052149425928,1,£29.99
4,08/04/2022,122354,250,5052149548153,1,£44.99
4,08/04/2022,124014,250,5052149545312,1,£44.99
4,08/04/2022,124014,250,5052149545978,1,£44.99
4,08/04/2022,130828,250,5052149546418,1,£38.39
4,08/04/2022,155558,250,5052149241054,1,£9.99
4,07/04/2022,123534,250,5052149425461,-1,-£29.99
4,06/04/2022,95436,250,5052149548146,1,£44.99
4,06/04/2022,125148,250,5052149455994,1,£32.99
4,05/04/2022,131450,250,5057561372850,1,£16.00
4,05/04/2022,122224,250,5052149547941,1,£46.99
4,05/04/2022,124434,250,5052149185495,1,£9.99
4,04/04/2022,122158,250,5052149377135,1,£32.99
4,04/04/2022,124405,250,5052149548146,1,£44.99
4,04/04/2022,143620,250,5052149511294,1,£44.99
4,02/04/2022,133208,250,5052149548627,1,£39.99
4,02/04/2022,143000,250,5052149368508,1,£29.99
4,02/04/2022,143000,250,5052149425461,1,£29.99
4,02/04/2022,145710,250,5052149486882,1,£20.00
4,02/04/2022,153050,250,5052149462848,1,£13.00
4,20/03/2022,143628,250,5052149447517,1,£15.00
4,20/03/2022,123740,250,5052149511065,1,£44.99
4,20/03/2022,140257,250,5052149487841,1,£25.00
4,20/03/2022,144252,250,5052149487841,-1,-£25.00
4,20/03/2022,144252,250,5052149487841,1,£20.00
4,27/03/2022,132936,250,5052149545008,1,£39.99
4,03/04/2022,125615,250,5052149491640,1,£25.00
4,01/04/2022,111027,250,5052149462824,1,£15.00
4,01/04/2022,144233,250,5052149548184,1,£39.99
4,01/04/2022,154816,250,5052149454041,1,£32.99
4,01/04/2022,154816,250,5052149454102,1,£32.99
4,31/03/2022,121729,250,5052149289667,1,£9.99
4,31/03/2022,142322,250,5052149391001,1,£29.99
4,31/03/2022,143813,250,5052149545671,1,£44.99
4,30/03/2022,121210,250,5052149545961,1,£39.99
4,30/03/2022,153100,250,5052149425942,1,£29.99
4,29/03/2022,113734,250,5052149417596,1,£44.99
4,29/03/2022,152053,250,5052149386656,1,£29.99
4,28/03/2022,111951,250,5052149378415,1,£32.99
4,28/03/2022,122736,250,5052149511041,1,£44.99
4,28/03/2022,150501,250,5052149487858,1,£20.00
4,28/03/2022,154651,250,5052149545985,1,£44.99
4,26/03/2022,105600,250,5052149545657,1,£44.99
4,26/03/2022,132407,250,5052149433138,1,£12.00
4,26/03/2022,150810,250,5052149484352,1,£20.00
4,26/03/2022,151343,250,5052149546357,1,£47.99
4,26/03/2022,161916,250,5052149545022,1,£39.99
4,26/03/2022,162906,250,5052149545015,1,£31.99
4,26/03/2022,164829,250,5052149546203,1,£47.99
4,25/03/2022,110136,250,5052149463357,1,£32.99
4,25/03/2022,142700,250,5052149545152,1,£44.99
4,25/03/2022,150355,250,5052149465108,1,£44.99
4,25/03/2022,122205,250,5052149485533,1,£20.00
4,25/03/2022,134955,250,5052149548573,1,£39.99
4,25/03/2022,143507,250,5052149545152,-1,-£44.99
4,25/03/2022,150110,250,5055992829462,1,£12.99
4,24/03/2022,153945,250,5052149465498,1,£20.00
4,24/03/2022,155646,250,5052149378125,1,£32.99
4,23/03/2022,124546,250,5052149485519,1,£20.00
4,23/03/2022,133615,250,5052149404985,1,£15.00
4,23/03/2022,145245,250,5052149240996,1,£9.99
4,22/03/2022,125823,250,5052149546401,1,£47.99
4,22/03/2022,134924,250,5052149241078,1,£9.99
4,22/03/2022,105801,250,5052149537508,1,£12.00
4,22/03/2022,163951,250,5052149465269,1,£44.99
4,21/03/2022,104001,250,5052149511287,1,£44.00
4,21/03/2022,104001,250,5052149544889,1,£39.99
4,21/03/2022,104001,250,5052149545015,1,£39.99
4,21/03/2022,163516,250,5052149548542,1,£37.99
4,19/03/2022,101831,250,5052149370792,1,£9.99
4,19/03/2022,113740,250,5052149462602,1,£23.99
4,19/03/2022,122028,250,5052149484901,1,£29.99
4,19/03/2022,124710,250,5052149425997,1,£29.99
4,19/03/2022,124809,250,5052149433619,1,£8.00
4,19/03/2022,134434,250,5052149484888,1,£26.99
4,19/03/2022,151022,250,5052149546388,1,£47.99
4,19/03/2022,152417,250,5052149378187,1,£32.99
4,19/03/2022,152632,250,5052149435781,1,£12.00
4,19/03/2022,160259,250,5052149545138,1,£44.99
4,19/03/2022,160943,250,5052149545732,1,£44.99
4,19/03/2022,160943,250,5052149545671,1,£44.99
4,19/03/2022,163051,250,5055992829455,1,£12.99
4,18/03/2022,135206,250,5052149545374,-1,-£44.99
4,18/03/2022,135954,250,5052149417510,1,£44.99
4,18/03/2022,143221,250,5052149511218,1,£44.99
4,18/03/2022,115335,250,5052149465528,1,£30.00
4,17/03/2022,115713,250,5052149404244,1,£20.00
4,15/03/2022,143206,250,5052149544919,1,£39.99
4,15/03/2022,105638,250,5052149487841,1,£20.00
4,16/03/2022,122617,250,5052149424280,-1,-£20.00
4,16/03/2022,123058,250,5052149484048,1,£25.00
4,16/03/2022,123416,250,5052149493750,1,£24.99
4,16/03/2022,103846,250,5052149548672,1,£39.99
4,16/03/2022,161801,250,5052149491879,1,£25.00
4,12/03/2022,140430,250,5052149489784,1,£25.00
4,12/03/2022,141819,250,5052149487865,1,£20.00
4,12/03/2022,105305,250,5052149487902,1,£20.00
4,12/03/2022,125634,250,5052149411600,1,£24.99
4,14/03/2022,112155,250,5052149450951,1,£32.99
4,14/03/2022,145053,250,5052149417497,1,£44.99
4,11/03/2022,161941,250,5052149498182,1,£25.00
4,11/03/2022,104720,250,5052149488503,1,£25.00
4,11/03/2022,125706,250,5052149378392,1,£32.99
4,11/03/2022,164500,250,5052149488510,1,£25.00
4,10/03/2022,144446,250,5052149240989,1,£9.99
4,09/03/2022,110208,250,5052149483188,1,£16.99
4,09/03/2022,110208,250,5052149447104,1,£15.00
4,09/03/2022,121600,250,5052149435835,1,£12.00
4,09/03/2022,120629,250,5052149425454,1,£29.99
4,08/03/2022,120146,250,5052149465269,1,£44.99
4,08/03/2022,143342,250,5052149497468,1,£25.00
4,08/03/2022,141326,250,5052149465078,1,£44.99
4,08/03/2022,141326,250,5052149545138,1,£44.99
4,07/03/2022,124910,250,5052149185556,1,£9.99
4,07/03/2022,140404,250,5052149485816,1,£20.00
4,07/03/2022,140716,250,5052149417657,1,£44.99
4,05/03/2022,124717,250,5052149525055,1,£24.00
4,05/03/2022,125717,250,5052149545978,1,£44.99
4,05/03/2022,143348,250,5052149545374,1,£44.99
4,05/03/2022,145624,250,5052149489777,1,£25.00
4,05/03/2022,152224,250,5052149489760,1,£25.00
4,05/03/2022,161957,250,5052149237804,1,£29.99
4,04/03/2022,142033,250,5052149465078,1,£44.99
4,03/03/2022,111517,250,5052149545725,1,£44.99
4,03/03/2022,112728,250,5052149532039,1,£12.00
4,02/03/2022,102435,250,5052149435644,1,£12.00
4,02/03/2022,141337,250,5052149545329,1,£44.99
4,02/03/2022,151633,250,5052149420831,1,£29.99
4,02/03/2022,150822,250,5052149487919,1,£20.00
4,02/03/2022,164313,250,5052149420855,1,£29.99
4,28/02/2022,124726,250,5052149435774,1,£12.00
4,28/02/2022,143320,250,5052149434159,1,£22.50
4,28/02/2022,163318,250,5052149484055,1,£34.99
4,26/02/2022,125047,250,5052149485816,1,£20.00
4,25/02/2022,104409,250,5052149484116,1,£34.99
4,24/02/2022,113929,250,5052149532022,1,£12.00
4,24/02/2022,132429,250,5052149404329,1,£20.00
4,24/02/2022,113547,250,5052149484062,-1,-£34.99
4,21/02/2022,114936,250,5052149185136,1,£7.99
4,21/02/2022,131605,250,5052149447272,1,£12.00
4,21/02/2022,131605,250,5052149447340,1,£12.00
4,21/02/2022,132338,250,5052149447333,1,£12.00
4,21/02/2022,132338,250,5052149435774,1,£9.60
4,19/02/2022,153159,250,5052149082336,1,£35.00
4,18/02/2022,160659,250,5052149462893,1,£16.00
4,17/02/2022,120932,250,5052149439413,1,£9.60
4,17/02/2022,121434,250,505214948458,1,£16.00
4,17/02/2022,152339,250,5052149485519,1,£16.00
4,15/02/2022,105405,250,5052149491275,1,£31.99
4,15/02/2022,150810,250,5052149465429,1,£16.00
4,15/02/2022,150810,250,5052149465481,1,£16.00
4,15/02/2022,110625,250,5052149498175,1,£23.99
4,15/02/2022,110625,250,5052149420848,1,£23.99
4,14/02/2022,111019,250,5052149486899,1,£16.00
4,14/02/2022,111019,250,505214948458,1,£16.00
4,14/02/2022,114243,250,5052149188113,1,£11.99
4,14/02/2022,140406,250,5052149241078,1,£7.99
4,12/02/2022,150354,250,5052149491633,1,£27.99
4,12/02/2022,94103,250,5052149290878,1,£9.99
4,11/02/2022,121753,250,5052149545305,1,£44.99
4,11/02/2022,142334,250,5052149490834,1,£34.99
4,11/02/2022,142924,250,5052149447333,1,£15.00
4,11/02/2022,145547,250,5052149498168,1,£34.99
4,11/02/2022,145758,250,5052149498168,-1,-£34.99
4,11/02/2022,145758,250,5052149498168,1,£29.99
4,11/02/2022,124032,250,5052149447289,1,£12.00
4,11/02/2022,124138,250,5052149484031,1,£34.99
4,11/02/2022,141301,250,5052149488510,1,£35.99
4,11/02/2022,144828,250,5052149435859,1,£12.00
4,10/02/2022,100643,250,5052149424280,1,£20.00
4,10/02/2022,141110,250,5052149465252,1,£44.99
4,10/02/2022,162448,250,5052149498052,1,£27.99
4,08/02/2022,161900,250,5052149447081,1,£15.00
4,08/02/2022,162741,250,5052149447524,1,£13.50
4,08/02/2022,164236,250,5052149435668,1,£12.00
4,07/02/2022,131435,250,505249411853,1,£24.99
4,05/02/2022,150055,250,5052149497567,1,£49.99
4,05/02/2022,151558,250,5052149493866,1,£24.99
4,05/02/2022,131140,250,5052149486608,1,£20.00
4,04/02/2022,143530,250,5052149420862,1,£29.99
4,04/02/2022,150527,250,5052149537416,1,£12.00
4,04/02/2022,152431,250,5052149491633,1,£34.99
4,04/02/2022,152636,250,5052149484062,1,£34.99
4,03/02/2022,121158,250,5052149485496,1,£20.00
4,03/02/2022,131344,250,5052149487889,1,£20.00
4,02/02/2022,122911,250,5052149484901,1,£29.99
4,02/02/2022,131858,250,5052149493699,1,£34.99
4,01/02/2022,123633,250,5052149488756,1,£29.99
4,01/02/2022,134650,250,5052149420855,1,£34.99
4,01/02/2022,141827,250,5052149491565,-1,-£31.49
4,31/01/2022,93928,250,5052149370679,1,£8.99
4,31/01/2022,133221,250,5052149484659,1,£29.99
4,31/01/2022,150134,250,5052149511492,1,£20.00
4,31/01/2022,150403,250,5052149465368,1,£20.00
4,31/01/2022,151355,250,5052149241092,1,£14.99
4,31/01/2022,145642,250,5052149488725,1,£29.99
5,31/01/2022,121419,250,5052149536754,1,£34.99
5,31/01/2022,151050,250,5052149448361,1,£24.99
5,01/02/2022,150252,250,5052149484062,1,£34.99
5,02/02/2022,111858,250,5052149462831,1,£15.00
5,02/02/2022,112021,250,5052149504401,1,£13.99
5,02/02/2022,121448,250,5052149484703,1,£19.99
5,03/02/2022,111947,250,52149079749,2,£20.00
5,03/02/2022,123743,250,5052149497604,1,£44.99
5,03/02/2022,145346,250,5052149465443,1,£18.00
5,03/02/2022,151426,250,5052149370662,1,£9.99
5,04/02/2022,111207,250,5052149486585,1,£20.00
5,04/02/2022,111207,250,5052149489760,1,£34.99
5,04/02/2022,112831,250,5052149493842,1,£22.49
5,04/02/2022,132942,250,5052149491626,1,£34.99
5,04/02/2022,154939,250,5052149420831,1,£29.99
5,08/02/2022,142056,250,5052149368508,1,£29.99
5,09/02/2022,94408,250,5052149484031,1,£31.49
5,09/02/2022,145614,250,5052149377692,1,£10.00
5,10/02/2022,120634,250,5052149461025,1,£29.99
5,10/02/2022,120634,250,5052149545121,1,£44.99
5,10/02/2022,131859,250,5052149484703,1,£19.99
5,11/02/2022,145836,250,5052149291042,1,£15.99
5,11/02/2022,111811,250,5052149493835,1,£19.99
5,11/02/2022,125455,250,5052149388667,1,£23.99
5,11/02/2022,130312,250,5052149488503,1,£27.99
5,11/02/2022,132325,250,5052149489821,1,£34.99
5,11/02/2022,132423,250,5052149489845,1,£34.99
5,11/02/2022,135718,250,5052149489753,1,£34.99
5,11/02/2022,135912,250,5052149489753,-1,-£34.99
5,11/02/2022,135912,250,5052149489753,1,£27.99
5,11/02/2022,145608,250,52149020765,1,£8.00
5,12/02/2022,132905,250,5052149489388,1,£31.99
5,12/02/2022,104818,250,505214948788,1,£20.00
5,12/02/2022,112656,250,5052149489791,1,£27.99
5,12/02/2022,112656,250,5052149493873,1,£19.99
5,12/02/2022,144224,250,5052149484109,1,£27.99
5,12/02/2022,154650,250,5052149491572,1,£27.99
5,14/02/2022,145706,250,52149079749,-1,-£10.00
5,14/02/2022,151013,250,5052149448552,1,£15.00
5,15/02/2022,142352,250,5052149368508,-1,-£29.99
5,15/02/2022,151849,250,5052149498106,1,£23.99
5,15/02/2022,151849,250,5052149002969,1,£30.00
5,16/02/2022,92109,250,5052149484659,1,£29.99
5,16/02/2022,130327,250,5052149490438,1,£31.99
5,16/02/2022,142850,250,5052149484765,1,£15.99
5,17/02/2022,111418,250,5052149448125,1,£12.00
5,17/02/2022,134740,250,5052149545329,1,£44.99
5,17/02/2022,155026,250,5052149463296,1,£32.99
5,18/02/2022,104721,250,5052149498106,-1,-£23.99
5,18/02/2022,151739,250,5052149488510,1,£27.99
5,19/02/2022,133154,250,5052149368553,1,£29.99
5,19/02/2022,140502,250,5052149484895,1,£29.99
5,21/02/2022,115802,250,5052149493750,1,£19.99
5,21/02/2022,134839,250,5052149537027,1,£34.99
5,25/02/2022,131916,250,5052149491633,1,£34.99
5,25/02/2022,140145,250,5052149491572,1,£34.99
5,26/02/2022,140203,250,5052149485533,1,£20.00
5,28/02/2022,131835,250,5052149491893,1,£39.99
5,28/02/2022,141922,250,5052149465085,1,£44.99
5,28/02/2022,141922,250,5052149511294,1,£44.99
5,02/03/2022,95735,250,5052149487988,1,£20.00
5,02/03/2022,105715,250,5052149488480,1,£34.99
5,02/03/2022,120750,250,5052149545978,1,£44.99
5,02/03/2022,123847,250,5052149484901,1,£29.99
5,03/03/2022,103040,250,5052149484673,1,£29.99
5,04/03/2022,104101,250,5052149464668,1,£23.99
5,05/03/2022,105138,250,5052149491626,1,£25.00
5,05/03/2022,112801,250,5052149489838,1,£25.00
5,05/03/2022,133743,250,5052149491596,1,£25.00
5,07/03/2022,121645,250,5052149484925,1,£29.99
5,07/03/2022,121645,250,5052149484925,1,£29.99
5,08/03/2022,125928,250,5052149511287,1,£44.99
5,08/03/2022,125928,250,5052149545138,1,£39.99
5,08/03/2022,130435,250,5052149545664,1,£44.99
5,08/03/2022,140705,250,5052149497697,1,£25.00
5,09/03/2022,105031,250,5052149504449,1,£14.99
5,09/03/2022,125743,250,5052149545985,1,£44.99
5,09/03/2022,132802,250,5052149465443,1,£20.00
5,09/03/2022,150003,250,5052149545077,1,£39.99
5,10/03/2022,120955,250,5052149545862,1,£44.99
5,10/03/2022,121336,250,5052149536761,1,£34.99
5,10/03/2022,131438,250,5052149498182,1,£25.00
5,10/03/2022,155217,250,5052149488510,1,£25.00
5,11/03/2022,115625,250,5052149426000,1,£29.99
5,11/03/2022,140239,250,5052149536761,-1,-£34.99
5,11/03/2022,140501,250,5052149497451,1,£25.00
5,14/03/2022,110942,250,5052149484369,1,£20.00
5,14/03/2022,150311,250,505214948660,1,£20.00
5,12/03/2022,120256,250,5052149497451,1,£25.00
5,12/03/2022,122319,250,5052149498106,1,£25.00
5,12/03/2022,123854,250,5052149444035,1,£12.99
5,12/03/2022,133905,250,5052149493866,1,£24.99
5,16/03/2022,104916,250,5052149426291,1,£29.99
5,16/03/2022,142819,250,5052149493866,1,£24.99
5,15/03/2022,134156,250,5052149420862,1,£25.00
5,17/03/2022,143156,250,5052149545992,1,£44.99
5,18/03/2022,104410,250,5052149484642,1,£29.99
5,18/03/2022,142124,250,5052149544889,1,£39.99
5,18/03/2022,143024,250,5052149546098,1,£47.99
5,19/03/2022,102334,250,5052149511317,1,£44.99
5,19/03/2022,104449,250,5052149504296,1,£13.99
5,19/03/2022,114040,250,5052149484642,-1,-£29.99
5,19/03/2022,141138,250,5052149386649,1,£29.99
5,22/03/2022,110838,250,5052149490421,1,£20.00
5,22/03/2022,113827,250,5052149511270,1,£44.99
5,23/03/2022,105521,250,5052149498090,1,£25.00
5,23/03/2022,121428,250,5052149545138,1,£39.99
5,23/03/2022,121608,250,5052149511287,1,£39.99
5,24/03/2022,140001,250,5052149489159,1,£25.00
5,25/03/2022,120442,250,5052149548672,1,£31.99
5,26/03/2022,101713,250,5052149484642,1,£29.99
5,26/03/2022,104652,250,5052149461711,1,£29.99
5,26/03/2022,104652,250,5052149460813,1,£20.00
5,26/03/2022,110052,250,5052149489395,1,£25.00
5,26/03/2022,155912,250,5052149378422,1,£32.99
5,28/03/2022,121350,250,5052149545985,1,£44.99
5,30/03/2022,100306,250,5052149452139,1,£15.00
5,30/03/2022,124257,250,5052149417619,1,£39.99
5,31/03/2022,123944,250,5052149452184,1,£15.00
5,31/03/2022,123944,250,5052149452122,1,£15.00
5,01/04/2022,102028,250,5052149529411,1,£37.00
5,01/04/2022,94412,250,5052149545961,1,£44.99
5,01/04/2022,151812,250,5052149417596,1,£44.99
5,02/04/2022,130927,250,5052149548122,1,£35.99
5,02/04/2022,100708,250,5052149536822,1,£37.99
5,02/04/2022,104628,250,5052149378163,1,£32.99
5,04/04/2022,120355,250,5052149545008,1,£39.99
5,05/04/2022,141400,250,5052149529602,1,£13.99
5,05/04/2022,144400,250,5052149497338,1,£29.99
5,05/04/2022,152833,250,5052149447449,1,£15.00
5,06/04/2022,103640,250,5052149545312,1,£44.99
5,06/04/2022,122933,250,5052149454096,1,£32.99
5,06/04/2022,145447,250,5052149417565,1,£44.99
5,07/04/2022,150447,250,5052149545732,1,£39.99
5,08/04/2022,121852,250,5052149491619,1,£25.00
5,08/04/2022,133557,250,5052149546340,1,£42.99
5,09/04/2022,114149,250,505214948460,1,£20.00
5,09/04/2022,124609,250,5055827853389,1,£10.00
5,09/04/2022,161402,250,5052149189356,1,£37.50
5,11/04/2022,95858,250,5052149536846,1,£37.99
5,11/04/2022,120303,250,5052149511294,1,£44.99
5,11/04/2022,121537,250,5052149504166,1,£15.99
5,11/04/2022,121728,250,5052149546333,1,£47.99
5,11/04/2022,151159,250,5052149545237,1,£44.99
5,12/04/2022,123415,250,5052149493248,1,£23.99
5,13/04/2022,111003,250,5052149504173,1,£15.99
5,13/04/2022,164137,250,5052149546326,1,£47.99
5,14/04/2022,145000,250,5052149545756,1,£44.99
5,14/04/2022,145547,250,5052149322029,1,£10.00
5,16/04/2022,94552,250,5052149417619,-1,-£39.99
5,16/04/2022,143241,250,5052149461018,1,£29.99
5,16/04/2022,165326,250,5052149504234,1,£13.99
5,18/04/2022,123454,250,5052149511614,1,£20.00
5,18/04/2022,134522,250,5052149545015,1,£39.99
5,19/04/2022,95907,250,5052149464064,1,£34.99
5,20/04/2022,151625,250,5052149545978,1,£44.99
5,21/04/2022,120927,250,5052149386700,1,£29.99
5,21/04/2022,141245,250,5052149461681,1,£29.99
5,21/04/2022,150903,250,5052149504234,-1,-£13.99
5,21/04/2022,150903,250,5052149493316,1,£23.99
5,22/04/2022,105858,250,5052149545725,1,£44.99
5,22/04/2022,124707,250,5052149493262,1,£19.19
5,22/04/2022,153920,250,5052149189356,-1,-£37.50
5,23/04/2022,124630,250,5052149417572,1,£44.99
5,23/04/2022,124940,250,5052149465092,1,£44.99
5,23/04/2022,130045,250,5052149545954,1,£44.99
5,23/04/2022,130045,250,5052149545114,1,£44.99
5,23/04/2022,161958,250,5052149545381,1,£44.99
5,23/04/2022,162134,250,5052149545749,1,£44.99
5,25/04/2022,121936,250,5052149417572,1,£44.99
5,26/04/2022,143402,250,5052149545671,1,£44.99
5,27/04/2022,124036,250,5052149524959,1,£40.00
5,27/04/2022,100951,250,5052149410108,1,£10.00
5,27/04/2022,104353,250,5052149448378,1,£15.00
5,27/04/2022,110854,250,5052149545022,1,£39.99
5,27/04/2022,112312,250,5052149548191,1,£44.99
5,27/04/2022,142635,250,5052149465085,1,£44.99
5,28/04/2022,112333,250,5052149536532,1,£39.99
5,28/04/2022,120348,250,5052149545084,1,£44.99
5,28/04/2022,122953,250,5052149548191,1,£44.99
5,29/04/2022,110603,250,5052149548146,1,£44.99
5,30/04/2022,94114,250,5052149536907,1,£37.99
5,30/04/2022,101741,250,5052149545657,1,£44.99
5,30/04/2022,120752,250,5052149544896,1,£26.39
5,30/04/2022,145454,250,5052149545398,1,£44.99
5,30/04/2022,162828,250,5052149527042,1,£34.99
