Group12,Group2,Group3,Group4,Group5,NoTrans,Quantity,GrossValue,NettValue,DiscountValue,AvgTransValue
1025650003,13 Ballater,,,,1,1,59.95,59.95,0.00,59.95
1025660001,13 Ballater,,,,1,1,59.95,59.95,0.00,59.95
1025700002,13 Ballater,,,,1,1,29.95,29.95,0.00,29.95
1025710002,13 Ballater,,,,1,1,29.95,29.95,0.00,29.95
1025730001,13 Ballater,,,,1,1,44.95,44.95,0.00,44.95
1025740001,04 Helensburgh,,,,1,1,32.95,32.95,0.00,32.95
1025740001,04 Helensburgh,,,,1,1,32.95,32.95,0.00,32.95
1025740001,04 Helensburgh,,,,1,-1,-32.95,-32.95,0.00,-32.95
1025740002,13 Ballater,,,,1,1,32.95,32.95,0.00,32.95
1025750002,13 Ballater,,,,1,1,229.00,224.00,0.00,224.00
1025750002,13 Ballater,,,,1,0,0.00,0.00,-5.00,0.00
1025760002,04 Helensburgh,,,,1,1,139.00,139.00,0.00,139.00
1025770001,13 Ballater,,,,1,1,60.00,60.00,0.00,60.00
1025770002,13 Ballater,,,,1,1,60.00,60.00,0.00,60.00
1025770003,08 Perth,,,,1,1,60.00,60.00,0.00,60.00
1025770003,13 Ballater,,,,1,1,60.00,54.01,0.00,54.01
1025770003,13 Ballater,,,,1,1,60.00,54.00,0.00,54.00
1025770003,13 Ballater,,,,1,-1,-54.01,-54.01,0.00,-54.01
1025770003,13 Ballater,,,,1,0,0.00,0.00,-6.00,0.00
1025770003,13 Ballater,,,,1,0,0.00,0.00,-5.99,0.00
1025770004,05 Kirkcaldy,,,,1,1,60.00,60.00,0.00,60.00
1025770004,06 Peebles,,,,1,1,60.00,60.00,0.00,60.00
1025770004,08 Perth,,,,1,1,60.00,60.00,0.00,60.00
1025770004,13 Ballater,,,,1,1,60.00,54.01,0.00,54.01
1025770004,13 Ballater,,,,1,1,60.00,60.00,0.00,60.00
1025770004,13 Ballater,,,,1,0,0.00,0.00,-5.99,0.00
1025770005,05 Kirkcaldy,,,,1,-1,-60.00,-60.00,0.00,-60.00
1025770005,05 Kirkcaldy,,,,1,1,60.00,60.00,0.00,60.00
1025770005,09 Largs,,,,1,1,60.00,60.00,0.00,60.00
1025770005,13 Ballater,,,,1,1,60.00,55.45,0.00,55.45
1025770005,13 Ballater,,,,1,0,0.00,0.00,-4.55,0.00
1025770006,05 Kirkcaldy,,,,1,1,60.00,60.00,0.00,60.00
1025780001,04 Helensburgh,,,,1,1,27.00,19.99,0.00,19.99
1025780001,04 Helensburgh,,,,1,1,27.00,24.30,0.00,24.30
1025780001,04 Helensburgh,,,,1,0,0.00,0.00,-2.70,0.00
1025780001,04 Helensburgh,,,,1,0,0.00,0.00,-7.01,0.00
1025780001,05 Kirkcaldy,,,,1,1,27.00,27.00,0.00,27.00
1025780001,06 Peebles,,,,1,1,33.50,33.50,0.00,33.50
1025780001,08 Perth,,,,1,1,27.00,19.99,0.00,19.99
1025780001,08 Perth,,,,1,0,0.00,0.00,-7.01,0.00
1025780001,11 Dundee,,,,1,1,27.00,27.00,0.00,27.00
1025780001,11 Dundee,,,,1,1,27.00,27.00,0.00,27.00
1025780001,12 Castle Douglas,,,,1,1,27.00,27.00,0.00,27.00
1025790001,02 North Berwick,,,,1,1,22.00,12.00,0.00,12.00
1025790001,02 North Berwick,,,,1,0,0.00,0.00,-10.00,0.00
1025790001,03 Falkirk,,,,1,1,22.00,22.00,0.00,22.00
1025790001,04 Helensburgh,,,,1,1,22.00,22.00,0.00,22.00
1025790001,16 Berwick,,,,1,1,22.00,17.00,0.00,17.00
1025790001,16 Berwick,,,,1,0,0.00,0.00,-5.00,0.00
1025800004,13 Ballater,,,,1,1,18.95,18.95,0.00,18.95
1025810002,13 Ballater,,,,1,1,19.95,19.95,0.00,19.95
1025820002,13 Ballater,,,,1,1,19.95,19.95,0.00,19.95
1025830001,12 Castle Douglas,,,,1,1,44.95,44.95,0.00,44.95
1025830002,09 Largs,,,,1,1,44.95,44.95,0.00,44.95
1025830003,04 Helensburgh,,,,1,1,44.95,44.95,0.00,44.95
1025830004,09 Largs,,,,1,1,44.95,44.95,0.00,44.95
1025830005,04 Helensburgh,,,,1,1,44.95,44.95,0.00,44.95
1025830005,09 Largs,,,,1,1,44.95,44.95,0.00,44.95
1025830005,09 Largs,,,,1,-1,-44.95,-44.95,0.00,-44.95
1025830005,12 Castle Douglas,,,,1,1,44.95,44.95,0.00,44.95
1025840001,01 Edinburgh,,,,1,1,29.95,29.95,0.00,29.95
1025850002,12 Castle Douglas,,,,1,1,39.95,39.95,0.00,39.95
1025850003,02 North Berwick,,,,1,1,39.95,39.95,0.00,39.95
1025850003,04 Helensburgh,,,,1,1,39.95,39.95,0.00,39.95
1025850003,09 Largs,,,,1,1,39.95,39.95,0.00,39.95
1025850004,09 Largs,,,,1,1,39.95,39.95,0.00,39.95
1025850004,13 Ballater,,,,1,1,39.95,39.95,0.00,39.95
1025850005,04 Helensburgh,,,,1,1,39.95,39.95,0.00,39.95
1025870001,13 Ballater,,,,1,1,29.95,29.95,0.00,29.95
1025870002,13 Ballater,,,,1,1,29.95,29.95,0.00,29.95
1025880003,13 Ballater,,,,1,1,16.95,16.95,0.00,16.95
1025900003,01 Edinburgh,,,,1,1,39.95,39.95,0.00,39.95
1025910001,06 Peebles,,,,1,1,29.99,29.99,0.00,29.99
1025920001,01 Edinburgh,,,,1,1,39.99,34.99,0.00,34.99
1025920001,01 Edinburgh,,,,1,0,0.00,0.00,-5.00,0.00
1025920001,06 Peebles,,,,1,1,39.99,34.99,0.00,34.99
1025920001,06 Peebles,,,,1,0,0.00,0.00,-5.00,0.00
1025920001,09 Largs,,,,1,1,39.99,34.99,0.00,34.99
1025920001,09 Largs,,,,1,0,0.00,0.00,-5.00,0.00
1025920001,11 Dundee,,,,1,1,39.99,39.99,0.00,39.99
1025920001,12 Castle Douglas,,,,1,1,39.99,39.99,0.00,39.99
1025920002,01 Edinburgh,,,,1,1,39.99,39.99,0.00,39.99
1025920002,01 Edinburgh,,,,1,1,39.99,39.99,0.00,39.99
1025920002,09 Largs,,,,1,1,39.99,39.99,0.00,39.99
1025920002,13 Ballater,,,,1,1,39.99,39.99,0.00,39.99
1025920004,02 North Berwick,,,,1,1,39.99,34.99,0.00,34.99
1025920004,02 North Berwick,,,,1,0,0.00,0.00,-5.00,0.00
1025930001,05 Kirkcaldy,,,,1,1,26.99,26.99,0.00,26.99
1025930002,02 North Berwick,,,,1,1,26.99,21.99,0.00,21.99
1025930002,02 North Berwick,,,,1,0,0.00,0.00,-5.00,0.00
1025930002,11 Dundee,,,,1,1,26.99,26.99,0.00,26.99
1025930002,15 Hamilton,,,,1,1,26.99,26.99,0.00,26.99
1025940001,05 Kirkcaldy,,,,1,1,22.99,17.99,0.00,17.99
1025940001,05 Kirkcaldy,,,,1,0,0.00,0.00,-5.00,0.00
1025940002,03 Falkirk,,,,1,1,22.99,22.99,0.00,22.99
1025940002,05 Kirkcaldy,,,,1,1,22.99,17.99,0.00,17.99
1025940002,05 Kirkcaldy,,,,1,0,0.00,0.00,-5.00,0.00
1025940002,11 Dundee,,,,1,1,22.99,22.99,0.00,22.99
1025940002,11 Dundee,,,,1,1,22.99,22.99,0.00,22.99
1025940002,13 Ballater,,,,1,1,22.99,22.99,0.00,22.99
1025940003,01 Edinburgh,,,,1,1,22.99,22.99,0.00,22.99
1025940003,01 Edinburgh,,,,1,1,22.99,22.99,0.00,22.99
1025940003,02 North Berwick,,,,1,1,22.99,22.99,0.00,22.99
1025950001,01 Edinburgh,,,,1,1,39.99,39.99,0.00,39.99
1025950001,03 Falkirk,,,,1,1,39.99,39.99,0.00,39.99
1025950001,03 Falkirk,,,,1,1,39.99,39.99,0.00,39.99
1025950001,09 Largs,,,,1,1,39.99,39.99,0.00,39.99
1025950001,11 Dundee,,,,1,1,39.99,39.99,0.00,39.99
1025950003,01 Edinburgh,,,,1,1,40.00,40.00,0.00,40.00
1025950003,01 Edinburgh,,,,1,1,40.00,40.00,0.00,40.00
1025950003,03 Falkirk,,,,1,1,40.00,40.00,0.00,40.00
1025950003,04 Helensburgh,,,,1,1,40.00,39.99,0.00,39.99
1025950003,04 Helensburgh,,,,1,0,0.00,0.00,-0.01,0.00
1025950003,08 Perth,,,,1,1,40.00,35.00,0.00,35.00
1025950003,08 Perth,,,,1,0,0.00,0.00,-5.00,0.00
1025950003,15 Hamilton,,,,1,1,40.00,40.00,0.00,40.00
1025960001,01 Edinburgh,,,,1,1,34.99,34.99,0.00,34.99
1025960001,01 Edinburgh,,,,1,1,34.99,34.99,0.00,34.99
1025960001,06 Peebles,,,,1,1,34.99,29.99,0.00,29.99
1025960001,06 Peebles,,,,1,0,0.00,0.00,-5.00,0.00
1025960001,15 Hamilton,,,,1,-1,-34.99,-34.99,0.00,-34.99
1025960001,15 Hamilton,,,,1,1,34.99,34.99,0.00,34.99
1025960001,15 Hamilton,,,,1,1,34.99,34.99,0.00,34.99
1025960002,02 North Berwick,,,,1,1,34.99,34.99,0.00,34.99
1025980001,12 Castle Douglas,,,,1,1,44.95,44.95,0.00,44.95
1025980003,12 Castle Douglas,,,,1,1,44.95,44.95,0.00,44.95
1025990002,04 Helensburgh,,,,1,1,89.95,89.95,0.00,89.95
1025990002,15 Hamilton,,,,1,1,89.95,84.95,0.00,84.95
1025990002,15 Hamilton,,,,1,0,0.00,0.00,-5.00,0.00
1025990003,04 Helensburgh,,,,1,1,89.95,89.95,0.00,89.95
1025990004,990 Web,,,,1,1,89.95,89.95,0.00,89.95
1025990005,09 Largs,,,,1,1,89.95,89.95,0.00,89.95
1025990006,03 Falkirk,,,,1,1,89.95,89.95,0.00,89.95
1025990007,05 Kirkcaldy,,,,1,1,85.95,85.95,0.00,85.95
1025990007,12 Castle Douglas,,,,1,1,89.95,89.95,0.00,89.95
1025990008,05 Kirkcaldy,,,,1,1,89.95,89.95,0.00,89.95
1025990008,13 Ballater,,,,1,1,89.95,89.95,0.00,89.95
1025990009,09 Largs,,,,1,1,89.95,89.95,0.00,89.95
1025990010,12 Castle Douglas,,,,1,1,89.95,89.95,0.00,89.95
1026000001,03 Falkirk,,,,1,1,62.00,62.00,0.00,62.00
1026000001,08 Perth,,,,1,1,45.49,45.49,0.00,45.49
1026000001,08 Perth,,,,1,1,62.00,45.49,0.00,45.49
1026000001,08 Perth,,,,1,0,0.00,0.00,-16.51,0.00
1026000001,12 Castle Douglas,,,,1,1,45.49,45.49,0.00,45.49
1026000001,12 Castle Douglas,,,,1,1,45.49,40.94,0.00,40.94
1026000001,12 Castle Douglas,,,,1,0,0.00,0.00,-4.55,0.00
1026000001,15 Hamilton,,,,1,1,62.00,62.00,0.00,62.00
1026000002,02 North Berwick,,,,1,1,62.00,62.00,0.00,62.00
1026000002,12 Castle Douglas,,,,1,-1,-62.00,-62.00,0.00,-62.00
1026000002,12 Castle Douglas,,,,1,1,62.00,62.00,0.00,62.00
1026000002,12 Castle Douglas,,,,1,1,62.00,62.00,0.00,62.00
1026000002,16 Berwick,,,,1,1,62.00,62.00,0.00,62.00
1026000003,01 Edinburgh,,,,1,1,62.00,62.00,0.00,62.00
1026000003,01 Edinburgh,,,,1,1,62.00,41.12,0.00,41.12
1026000003,01 Edinburgh,,,,1,0,0.00,0.00,-4.57,0.00
1026000003,01 Edinburgh,,,,1,0,0.00,0.00,-16.31,0.00
1026000003,03 Falkirk,,,,1,1,62.00,62.00,0.00,62.00
1026000003,03 Falkirk,,,,1,-1,-62.00,-62.00,0.00,-62.00
1026000003,03 Falkirk,,,,1,1,62.00,62.00,0.00,62.00
1026000003,06 Peebles,,,,1,1,62.00,57.00,0.00,57.00
1026000003,06 Peebles,,,,1,0,0.00,0.00,-5.00,0.00
1026000003,09 Largs,,,,1,1,62.00,62.00,0.00,62.00
1026000003,09 Largs,,,,1,1,62.00,55.80,0.00,55.80
1026000003,09 Largs,,,,1,0,0.00,0.00,-6.20,0.00
1026000003,12 Castle Douglas,,,,1,1,45.49,45.49,0.00,45.49
1026000003,12 Castle Douglas,,,,1,1,62.00,45.49,0.00,45.49
1026000003,12 Castle Douglas,,,,1,0,0.00,0.00,-16.51,0.00
1026000004,06 Peebles,,,,1,1,62.00,62.00,0.00,62.00
1026000004,12 Castle Douglas,,,,1,1,45.49,45.49,0.00,45.49
1026000004,15 Hamilton,,,,1,1,62.00,62.00,0.00,62.00
1026020001,13 Ballater,,,,1,1,79.95,79.95,0.00,79.95
1026020002,09 Largs,,,,1,1,79.95,10.00,0.00,10.00
1026020002,09 Largs,,,,1,0,0.00,0.00,-69.95,0.00
1026030001,01 Edinburgh,,,,1,1,19.99,19.99,0.00,19.99
1026030001,01 Edinburgh,,,,1,1,9.99,9.99,0.00,9.99
1026030001,01 Edinburgh,,,,1,1,19.99,19.99,0.00,19.99
1026030001,01 Edinburgh,,,,1,1,19.99,19.99,0.00,19.99
1026040001,02 North Berwick,,,,1,1,18.00,18.00,0.00,18.00
1026040001,11 Dundee,,,,1,1,9.00,9.00,0.00,9.00
1026040001,12 Castle Douglas,,,,1,1,9.00,9.00,0.00,9.00
1026040001,12 Castle Douglas,,,,1,1,9.00,9.00,0.00,9.00
1026040002,06 Peebles,,,,1,1,18.00,18.00,0.00,18.00
1026040002,12 Castle Douglas,,,,1,1,18.00,18.00,0.00,18.00
1026040003,01 Edinburgh,,,,1,1,9.00,9.00,0.00,9.00
1026040003,04 Helensburgh,,,,1,1,9.00,8.10,0.00,8.10
1026040003,04 Helensburgh,,,,1,0,0.00,0.00,-0.90,0.00
1026040003,12 Castle Douglas,,,,1,1,9.00,9.00,0.00,9.00
1026040003,15 Hamilton,,,,1,1,9.00,9.00,0.00,9.00
1026040004,12 Castle Douglas,,,,1,1,9.00,9.00,0.00,9.00
1026040004,15 Hamilton,,,,1,1,9.00,8.10,0.00,8.10
1026040004,15 Hamilton,,,,1,0,0.00,0.00,-0.90,0.00
1026040005,06 Peebles,,,,1,1,18.00,18.00,0.00,18.00
1026040005,12 Castle Douglas,,,,1,1,9.00,9.00,0.00,9.00
1026040005,15 Hamilton,,,,1,1,9.00,9.00,0.00,9.00
1026060008,02 North Berwick,,,,1,1,16.99,10.19,0.00,10.19
1026060008,02 North Berwick,,,,1,0,0.00,0.00,-6.80,0.00
1026060008,09 Largs,,,,1,1,16.99,16.99,0.00,16.99
1026060008,09 Largs,,,,1,-1,-16.99,-16.99,0.00,-16.99
1026060008,09 Largs,,,,1,1,12.99,12.99,0.00,12.99
1026060008,12 Castle Douglas,,,,1,1,12.99,12.99,0.00,12.99
1026060009,03 Falkirk,,,,1,1,16.99,11.98,0.00,11.98
1026060009,03 Falkirk,,,,1,0,0.00,0.00,-5.01,0.00
1026060009,04 Helensburgh,,,,1,1,16.99,16.99,0.00,16.99
1026060009,09 Largs,,,,1,1,16.99,16.99,0.00,16.99
1026060010,04 Helensburgh,,,,1,1,16.99,10.19,0.00,10.19
1026060010,04 Helensburgh,,,,1,0,0.00,0.00,-6.80,0.00
1026060010,09 Largs,,,,1,1,12.99,12.99,0.00,12.99
1026060010,09 Largs,,,,1,1,12.99,12.99,0.00,12.99
1026060010,12 Castle Douglas,,,,1,1,12.99,12.99,0.00,12.99
1026060012,04 Helensburgh,,,,1,1,16.99,16.99,0.00,16.99
1026060012,04 Helensburgh,,,,1,1,12.99,12.99,0.00,12.99
1026060012,09 Largs,,,,1,1,12.99,11.69,0.00,11.69
1026060012,09 Largs,,,,1,0,0.00,0.00,-1.30,0.00
1026060012,12 Castle Douglas,,,,1,1,12.99,12.99,0.00,12.99
1026060013,03 Falkirk,,,,1,1,12.99,12.99,0.00,12.99
1026060013,09 Largs,,,,1,1,12.99,11.69,0.00,11.69
1026060013,09 Largs,,,,1,0,0.00,0.00,-1.30,0.00
1026060013,12 Castle Douglas,,,,1,1,16.99,16.99,0.00,16.99
1026060013,12 Castle Douglas,,,,1,1,16.99,16.99,0.00,16.99
1026070001,12 Castle Douglas,,,,1,1,22.99,22.99,0.00,22.99
1026070002,09 Largs,,,,1,1,22.99,22.99,0.00,22.99
1026070003,04 Helensburgh,,,,1,1,22.99,22.99,0.00,22.99
1026070003,04 Helensburgh,,,,1,-1,-22.99,-22.99,0.00,-22.99
1026070003,04 Helensburgh,,,,1,1,22.99,19.16,0.00,19.16
1026070003,04 Helensburgh,,,,1,0,0.00,0.00,-3.83,0.00
1026080003,09 Largs,,,,1,1,22.99,22.99,0.00,22.99
1026080004,03 Falkirk,,,,1,1,22.99,22.99,0.00,22.99
1026090001,04 Helensburgh,,,,1,1,25.00,20.00,0.00,20.00
1026090001,04 Helensburgh,,,,1,-1,-20.00,-20.00,0.00,-20.00
1026090001,04 Helensburgh,,,,1,0,0.00,0.00,-5.00,0.00
1026090002,09 Largs,,,,1,1,19.99,19.99,0.00,19.99
1026090002,09 Largs,,,,1,1,19.99,19.99,0.00,19.99
1026140001,03 Falkirk,,,,1,1,45.00,45.00,0.00,45.00
1026140001,09 Largs,,,,1,1,45.00,45.00,0.00,45.00
1026140002,03 Falkirk,,,,1,0,0.00,0.00,-4.50,0.00
1026140002,03 Falkirk,,,,1,1,45.00,40.50,0.00,40.50
1026140003,03 Falkirk,,,,1,1,55.00,55.00,0.00,55.00
1026140003,12 Castle Douglas,,,,1,1,55.00,55.00,0.00,55.00
1026140003,12 Castle Douglas,,,,1,1,45.00,45.00,0.00,45.00
1026140004,03 Falkirk,,,,1,1,45.00,45.00,0.00,45.00
1026140004,09 Largs,,,,1,1,55.00,55.00,0.00,55.00
1026150001,04 Helensburgh,,,,1,1,54.99,54.99,0.00,54.99
1026160001,04 Helensburgh,,,,1,1,55.00,49.50,0.00,49.50
1026160001,04 Helensburgh,,,,1,0,0.00,0.00,-5.50,0.00
1026160002,09 Largs,,,,1,1,55.00,55.00,0.00,55.00
1026160002,12 Castle Douglas,,,,1,1,74.99,74.99,0.00,74.99
1026160004,12 Castle Douglas,,,,1,1,74.99,74.99,0.00,74.99
1026170003,12 Castle Douglas,,,,1,1,70.00,70.00,0.00,70.00
1026190002,12 Castle Douglas,,,,1,1,24.99,24.99,0.00,24.99
1026190004,09 Largs,,,,1,1,24.99,24.99,0.00,24.99
1026190005,03 Falkirk,,,,1,1,39.99,39.99,0.00,39.99
1026190005,04 Helensburgh,,,,1,1,24.99,24.99,0.00,24.99
1026190005,12 Castle Douglas,,,,1,1,24.99,24.99,0.00,24.99
1026200002,04 Helensburgh,,,,1,1,39.99,34.99,0.00,34.99
1026200002,04 Helensburgh,,,,1,0,0.00,0.00,-5.00,0.00
1026210001,12 Castle Douglas,,,,1,1,21.00,21.00,0.00,21.00
1026210002,12 Castle Douglas,,,,1,1,21.00,21.00,0.00,21.00
1026220001,04 Helensburgh,,,,1,1,35.00,31.50,0.00,31.50
1026220001,04 Helensburgh,,,,1,0,0.00,0.00,-3.50,0.00
1026220001,12 Castle Douglas,,,,1,1,45.00,45.00,0.00,45.00
1026220002,09 Largs,,,,1,1,45.00,45.00,0.00,45.00
1026220004,09 Largs,,,,1,1,45.00,45.00,0.00,45.00
1026220004,09 Largs,,,,1,1,45.00,45.00,0.00,45.00
1026230001,02 North Berwick,,,,1,1,35.00,35.00,0.00,35.00
1026230002,12 Castle Douglas,,,,1,1,40.00,40.00,0.00,40.00
1026250001,04 Helensburgh,,,,1,1,19.90,19.90,0.00,19.90
1026250002,03 Falkirk,,,,1,1,19.90,19.90,0.00,19.90
1026250002,09 Largs,,,,1,1,19.90,19.90,0.00,19.90
1026250002,09 Largs,,,,1,-1,-19.90,-19.90,0.00,-19.90
1026250003,02 North Berwick,,,,1,1,19.90,19.90,0.00,19.90
1026250003,04 Helensburgh,,,,1,1,19.90,19.90,0.00,19.90
1026250003,04 Helensburgh,,,,1,-1,-19.90,-19.90,0.00,-19.90
1026250003,09 Largs,,,,1,1,24.99,24.99,0.00,24.99
1026250003,12 Castle Douglas,,,,1,1,24.99,14.99,0.00,14.99
1026250003,12 Castle Douglas,,,,1,0,0.00,0.00,-10.00,0.00
1026250004,02 North Berwick,,,,1,1,19.90,19.90,0.00,19.90
1026250004,02 North Berwick,,,,1,-1,-19.90,-19.90,0.00,-19.90
1026250004,04 Helensburgh,,,,1,1,24.99,14.99,0.00,14.99
1026250004,04 Helensburgh,,,,1,0,0.00,0.00,-10.00,0.00
1026250004,09 Largs,,,,1,1,19.90,19.90,0.00,19.90
1026250004,12 Castle Douglas,,,,1,1,24.99,24.99,0.00,24.99
1026290002,04 Helensburgh,,,,1,1,75.00,75.00,0.00,75.00
1026290002,09 Largs,,,,1,1,100.00,60.00,0.00,60.00
1026290002,09 Largs,,,,1,0,0.00,0.00,-40.00,0.00
1026320001,09 Largs,,,,1,1,19.99,19.99,0.00,19.99
1026320001,09 Largs,,,,1,-1,-19.99,-19.99,0.00,-19.99
1026320001,12 Castle Douglas,,,,1,1,19.99,19.99,0.00,19.99
1026340001,13 Ballater,,,,1,1,45.00,45.00,0.00,45.00
1026340003,08 Perth,,,,1,1,45.00,45.00,0.00,45.00
1026360001,13 Ballater,,,,1,1,5.00,5.00,0.00,5.00
1026360001,13 Ballater,,,,1,1,5.00,5.00,0.00,5.00
1026360001,13 Ballater,,,,1,1,3.95,3.95,0.00,3.95
1026360001,13 Ballater,,,,1,1,5.00,5.00,0.00,5.00
1026410001,01 Edinburgh,,,,1,1,22.99,22.99,0.00,22.99
1026410001,06 Peebles,,,,1,1,22.99,22.99,0.00,22.99
1026410001,12 Castle Douglas,,,,1,1,22.99,19.95,0.00,19.95
1026410001,12 Castle Douglas,,,,1,0,0.00,0.00,-3.04,0.00
1026410001,13 Ballater,,,,1,1,19.95,19.95,0.00,19.95
1026410002,04 Helensburgh,,,,1,1,22.99,22.99,0.00,22.99
1026410002,04 Helensburgh,,,,1,1,22.99,22.99,0.00,22.99
1026410003,08 Perth,,,,1,1,19.95,19.95,0.00,19.95
1026410003,12 Castle Douglas,,,,1,1,19.95,19.95,0.00,19.95
1026410003,13 Ballater,,,,1,1,19.95,19.95,0.00,19.95
1026420002,01 Edinburgh,,,,1,1,26.53,26.53,0.00,26.53
1026420005,01 Edinburgh,,,,1,1,26.53,26.53,0.00,26.53
1026420008,01 Edinburgh,,,,1,1,26.53,26.53,0.00,26.53
1026520004,05 Kirkcaldy,,,,1,1,8.99,8.99,0.00,8.99
1026530010,04 Helensburgh,,,,1,1,8.99,8.99,0.00,8.99
1026530010,12 Castle Douglas,,,,1,1,8.99,8.99,0.00,8.99
1026530012,04 Helensburgh,,,,1,1,8.99,8.99,0.00,8.99
1026530012,06 Peebles,,,,1,1,8.99,8.99,0.00,8.99
1026530013,01 Edinburgh,,,,1,1,8.99,8.99,0.00,8.99
1026530013,03 Falkirk,,,,1,1,8.99,7.19,0.00,7.19
1026530013,03 Falkirk,,,,1,0,0.00,0.00,-1.80,0.00
1026540003,13 Ballater,,,,1,1,9.99,9.99,0.00,9.99
1026540009,01 Edinburgh,,,,1,1,9.99,9.99,0.00,9.99
1026540011,02 North Berwick,,,,1,1,9.99,9.99,0.00,9.99
1026540012,02 North Berwick,,,,1,1,9.99,9.99,0.00,9.99
1026540012,13 Ballater,,,,1,1,9.99,9.99,0.00,9.99
1026550004,13 Ballater,,,,1,1,7.99,7.99,0.00,7.99
1026550007,04 Helensburgh,,,,1,1,7.99,7.99,0.00,7.99
1026560002,13 Ballater,,,,1,1,7.49,7.49,0.00,7.49
1026560004,03 Falkirk,,,,1,1,7.49,7.49,0.00,7.49
1026560004,05 Kirkcaldy,,,,1,1,14.99,9.99,0.00,9.99
1026560004,05 Kirkcaldy,,,,1,0,0.00,0.00,-5.00,0.00
1026560004,11 Dundee,,,,1,1,14.99,7.49,0.00,7.49
1026560004,11 Dundee,,,,1,1,7.49,7.49,0.00,7.49
1026560004,11 Dundee,,,,1,0,0.00,0.00,-7.50,0.00
1026560006,04 Helensburgh,,,,1,1,7.49,7.49,0.00,7.49
1026560010,11 Dundee,,,,1,-1,-7.49,-7.49,0.00,-7.49
1026560010,11 Dundee,,,,1,1,14.99,7.49,0.00,7.49
1026560010,11 Dundee,,,,1,0,0.00,0.00,-7.50,0.00
1026570001,15 Hamilton,,,,1,1,7.49,7.49,0.00,7.49
1026570002,02 North Berwick,,,,1,1,14.99,14.99,0.00,14.99
1026570002,09 Largs,,,,1,1,7.49,7.49,0.00,7.49
1026570002,09 Largs,,,,1,1,7.49,7.49,0.00,7.49
1026570002,11 Dundee,,,,1,1,14.99,7.49,0.00,7.49
1026570002,11 Dundee,,,,1,0,0.00,0.00,-7.50,0.00
1026570003,11 Dundee,,,,1,-1,-7.49,-7.49,0.00,-7.49
1026570003,11 Dundee,,,,1,1,14.99,7.49,0.00,7.49
1026570003,11 Dundee,,,,1,1,14.99,7.49,0.00,7.49
1026570003,11 Dundee,,,,1,0,0.00,0.00,-7.50,0.00
1026570003,11 Dundee,,,,1,0,0.00,0.00,-7.50,0.00
1026570004,11 Dundee,,,,1,1,14.99,7.49,0.00,7.49
1026570004,11 Dundee,,,,1,1,14.99,7.99,0.00,7.99
1026570004,11 Dundee,,,,1,1,14.99,7.99,0.00,7.99
1026570004,11 Dundee,,,,1,1,14.99,7.49,0.00,7.49
1026570004,11 Dundee,,,,1,0,0.00,0.00,-7.50,0.00
1026570004,11 Dundee,,,,1,0,0.00,0.00,-7.50,0.00
1026570004,11 Dundee,,,,1,0,0.00,0.00,-7.00,0.00
1026570004,11 Dundee,,,,1,0,0.00,0.00,-7.00,0.00
1026570005,09 Largs,,,,1,1,7.49,7.49,0.00,7.49
1026570005,11 Dundee,,,,1,1,14.99,7.99,0.00,7.99
1026570005,11 Dundee,,,,1,1,14.99,7.49,0.00,7.49
1026570005,11 Dundee,,,,1,0,0.00,0.00,-7.50,0.00
1026570005,11 Dundee,,,,1,0,0.00,0.00,-7.00,0.00
1026570006,11 Dundee,,,,1,1,7.49,7.49,0.00,7.49
1026570006,13 Ballater,,,,1,1,7.49,7.49,0.00,7.49
1026570007,09 Largs,,,,1,1,14.99,14.99,0.00,14.99
1026570007,09 Largs,,,,1,1,7.49,7.49,0.00,7.49
1026570007,11 Dundee,,,,1,1,14.99,7.49,0.00,7.49
1026570007,11 Dundee,,,,1,0,0.00,0.00,-7.50,0.00
1026570010,09 Largs,,,,1,1,7.49,7.49,0.00,7.49
1026570010,09 Largs,,,,1,1,7.49,7.49,0.00,7.49
1026570014,13 Ballater,,,,1,1,7.49,7.49,0.00,7.49
1026590002,13 Ballater,,,,1,1,11.00,11.00,0.00,11.00
1026590003,11 Dundee,,,,1,1,37.00,17.50,0.00,17.50
1026590003,11 Dundee,,,,1,0,0.00,0.00,-19.50,0.00
1026590005,13 Ballater,,,,1,1,11.00,11.00,0.00,11.00
1026660002,02 North Berwick,,,,1,1,19.99,19.99,0.00,19.99
1026660002,05 Kirkcaldy,,,,1,1,19.99,19.99,0.00,19.99
1026660002,08 Perth,,,,1,1,19.99,19.99,0.00,19.99
1026660002,13 Ballater,,,,1,1,19.99,19.99,0.00,19.99
1026660002,13 Ballater,,,,1,1,19.99,19.99,0.00,19.99
1026660002,15 Hamilton,,,,1,1,19.99,19.99,0.00,19.99
1026660002,15 Hamilton,,,,1,1,19.99,19.99,0.00,19.99
1026660002,16 Berwick,,,,1,1,19.99,19.99,0.00,19.99
1026710002,04 Helensburgh,,,,1,1,37.50,37.50,0.00,37.50
1026710004,02 North Berwick,,,,1,1,37.50,33.75,0.00,33.75
1026710004,02 North Berwick,,,,1,0,0.00,0.00,-3.75,0.00
1026710004,05 Kirkcaldy,,,,1,1,37.50,37.50,0.00,37.50
1026710009,04 Helensburgh,,,,1,1,37.50,37.50,0.00,37.50
1026730001,05 Kirkcaldy,,,,1,1,12.99,9.99,0.00,9.99
