"ItemCode","AlternateItemCode","StyleCode","ProductType","Description","SubDescription","Measure","TillDescription","SuspendDate","DepartmentCode","SectionCode","SubSectionCode","ModelCode","SupplierCode","SupplierReference","LeadTime","DirectDelivery","PrimaryBarcode","VATCode","SellingPrice","RRP","SalesDiscountAllowed","PackSize","PackCostCurrency","LastUnitCost","DefaultSalePrice","CarriageCost","NormalPrice","OriginalSellingPrice","LinkedItemGroup1","LinkedItemGroup2","CatalogStyle","Itemised","CaptureSerialNumber","RollWidth","DoNotAllocate","DateSensitive","DeliveryVanUnits","PurchaserAddressRequired","CommissionCode","CubicCapacity","NumberOfSeats","Commodity","Archive","AttributeGroup 1","AttributeCode 1","RangeCode1","RangeDetail1","RangeCode2","RangeDetail2","RangeCode3","RangeDetail3","Specification 1","Specification 2","Specification 3","Specification 4","Specification 5","Specification 6","Specification 7","Specification 8","Specification 9","Specification 10"
1007880051,"1007880051","100788","UNIT","51568-5499 BELLA 09 68CM","Pink/16","QUANTITY","51568-5499 PINK\16",,"5","84","72",,"80324","2022864",30,"N","5709437766873",1,49.99,,"Y",1.00,16.9900,16.9900,49.99,0.00,49.99,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Pink","SIZE ","16",,,,,,,,,,,,
1007880052,"1007880052","100788","UNIT","51568-5499 BELLA 09 68CM","Black/18","QUANTITY","51568-5499 BLACK\18",,"5","84","72",,"80324","1928402",30,"N","5709420056189",1,49.99,,"Y",1.00,16.9900,16.9900,49.99,0.00,49.99,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","18",,,,,,,,,,,,
1007880053,"1007880053","100788","UNIT","51568-5499 BELLA 09 68CM","BLUE/14","QUANTITY","51568-5499 BLUE\14",,"5","84","72",,"80324","1868210",30,"N","5709433897236",1,49.99,,"Y",1.00,16.9900,16.9900,49.99,0.00,49.99,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","BLUE","SIZE ","14",,,,,,,,,,,,
1007880054,"1007880054","100788","UNIT","51568-5499 BELLA 09 68CM","Beige/18","QUANTITY","51568-5499 BEIGE\18",,"5","84","72",,"80324","1868135",30,"N","5709426806603",1,49.99,,"Y",1.00,16.9900,16.9900,49.99,0.00,49.99,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Beige","SIZE ","18",,,,,,,,,,,,
1007880055,"1007880055","100788","UNIT","51568-5499 BELLA 09 68CM","White/16","QUANTITY","51568-5499 WHITE\16",,"5","84","72",,"80324","1868074",30,"N","5709420055373",1,49.99,,"Y",1.00,16.9900,16.9900,49.99,0.00,49.99,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","16",,,,,,,,,,,,
1007880056,"1007880056","100788","UNIT","51568-5499 BELLA 09 68CM","White/18","QUANTITY","51568-5499 WHITE\18",,"5","84","72",,"80324","1868081",30,"N","5709433894914",1,49.99,,"Y",1.00,16.9900,16.9900,49.99,0.00,49.99,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","18",,,,,,,,,,,,
1007880057,"1007880057","100788","UNIT","51568-5499 BELLA 09 68CM","Beige/14","QUANTITY","51568-5499 BEIGE\14",,"5","84","72",,"80324","1868111",30,"N","5709434364331",1,49.99,,"Y",1.00,16.9900,16.9900,49.99,0.00,49.99,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Beige","SIZE ","14",,,,,,,,,,,,
1007890001,"1007890001","100789","UNIT","51570-54759 FASHION PRINT TROUSER","Asstd/10","QUANTITY","51570-54759 ASSTD\10",,"5","84","73",,"80324","1928761",30,"N","5709435508925",1,74.99,,"Y",1.00,25.9900,25.9900,74.99,0.00,74.99,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Asstd","SIZE ","10",,,,,,,,,,,,
1007890002,"1007890002","100789","UNIT","51570-54759 FASHION PRINT TROUSER","Asstd/12","QUANTITY","51570-54759 ASSTD\12",,"5","84","73",,"80324","1928778",30,"N","5709435508932",1,74.99,,"Y",1.00,25.9900,25.9900,74.99,0.00,74.99,0.00,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Asstd","SIZE ","12",,,,,,,,,,,,
1007900001,"1007900001","100790","UNIT","51576-54401 MARIE 07 55CM","White/14","QUANTITY","51576-54401 Marie 07 55Cm White/14",,"5","84","71",,"80324","1867473",30,"N","5709433832718",1,59.99,,"Y",1.00,18.9900,18.9900,59.99,0.00,59.99,59.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","14",,,,,,,,,,,,
1007900002,"1007900002","100790","UNIT","51576-54401 MARIE 07 55CM","White/16","QUANTITY","51576-54401 Marie 07 55Cm White/16",,"5","84","71",,"80324","1867480",30,"N","5709433832725",1,59.99,,"Y",1.00,18.9900,18.9900,59.99,0.00,59.99,59.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","16",,,,,,,,,,,,
1007900003,"1007900003","100790","UNIT","51576-54401 MARIE 07 55CM","White/18","QUANTITY","51576-54401 Marie 07 55Cm White/18",,"5","84","71",,"80324","1867497",30,"N","5709433832732",1,59.99,,"Y",1.00,18.9900,18.9900,59.99,0.00,59.99,59.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","18",,,,,,,,,,,,
1007900004,"1007900004","100790","UNIT","51576-54401 MARIE 07 55CM","Ltgrey/10","QUANTITY","51576-54401 Marie 07 55Cm Ltgrey/10",,"5","84","71",,"80324","2140278",30,"N","5709437769416",1,59.99,,"Y",1.00,18.9900,18.9900,59.99,0.00,59.99,59.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Ltgrey","SIZE ","10",,,,,,,,,,,,
1007900006,"1007900006","100790","UNIT","51576-54401 MARIE 07 55CM","Ltgrey/18","QUANTITY","51576-54401 Marie 07 55Cm Ltgrey/18",,"5","84","71",,"80324","2140315",30,"N","5709439859955",1,59.99,,"Y",1.00,18.9900,18.9900,59.99,0.00,59.99,59.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Ltgrey","SIZE ","18",,,,,,,,,,,,
1007900007,"1007900007","100790","UNIT","51576-54401 MARIE 07 55CM","Ltgrey/16","QUANTITY","51576-54401 Marie 07 55Cm Ltgrey/16",,"5","84","71",,"80324","2140308",30,"N","5709437769447",1,59.99,,"Y",1.00,18.9900,18.9900,59.99,0.00,59.99,59.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Ltgrey","SIZE ","16",,,,,,,,,,,,
1007900008,"1007900008","100790","UNIT","51576-54401 MARIE 07 55CM","White/10","QUANTITY","51576-54401 Marie 07 55Cm White/10",,"5","84","71",,"80324","1867459",30,"N","5709433832695",1,59.99,,"Y",1.00,18.9900,18.9900,59.99,0.00,59.99,59.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","10",,,,,,,,,,,,
1007900011,"1007900011","100790","UNIT","51576-54401 MARIE 07 55CM","Navy/10","QUANTITY","51576-54401 Marie 07 55Cm Navy/10",,"5","84","71",,"80324","2274058",30,"N","5709440581425",1,59.99,,"Y",1.00,18.9900,18.9900,59.99,0.00,59.99,59.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Navy","SIZE ","10",,,,,,,,,,,,
1007900012,"1007900012","100790","UNIT","51576-54401 MARIE 07 55CM","Navy/12","QUANTITY","51576-54401 Marie 07 55Cm Navy/12",,"5","84","71",,"80324","2274065",30,"N","5709440581432",1,59.99,,"Y",1.00,18.9900,18.9900,59.99,0.00,59.99,59.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Navy","SIZE ","12",,,,,,,,,,,,
1007900013,"1007900013","100790","UNIT","51576-54401 MARIE 07 55CM","Navy/14","QUANTITY","51576-54401 Marie 07 55Cm Navy/14",,"5","84","71",,"80324","2274072",30,"N","5709440581449",1,59.99,,"Y",1.00,18.9900,18.9900,59.99,0.00,59.99,59.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Navy","SIZE ","14",,,,,,,,,,,,
1007900014,"1007900014","100790","UNIT","51576-54401 MARIE 07 55CM","Navy/16","QUANTITY","51576-54401 Marie 07 55Cm Navy/16",,"5","84","71",,"80324","2274089",30,"N","5709440581456",1,59.99,,"Y",1.00,18.9900,18.9900,59.99,0.00,59.99,59.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Navy","SIZE ","16",,,,,,,,,,,,
1007900015,"1007900015","100790","UNIT","51576-54401 MARIE 07 55CM","Navy/10","QUANTITY","51576-54401 Marie 07 55Cm Navy/10",,"5","84","71",,"80324","2274058",30,"N","5709440581418",1,59.99,,"Y",1.00,18.9900,18.9900,59.99,0.00,59.99,59.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Navy","SIZE ","10",,,,,,,,,,,,
1007900016,"1007900016","100790","UNIT","51576-54401 MARIE 07 55CM","Navy/18","QUANTITY","51576-54401 Marie 07 55Cm Navy/18",,"5","84","71",,"80324","2274096",30,"N","2274096",1,59.99,,"Y",1.00,18.9900,18.9900,59.99,0.00,59.99,59.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Navy","SIZE ","18",,,,,,,,,,,,
1007900017,"1007900017","100790","UNIT","51576-54401 MARIE 07 55CM","Lt Grey/12","QUANTITY","51576-54401 LTGREY\12",,"5","84","71",,"80324","2140285",30,"N","5709437769423",1,59.99,,"Y",1.00,18.9900,18.9900,59.99,0.00,59.99,59.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Lt Grey","SIZE ","12",,,,,,,,,,,,
1007900018,"1007900018","100790","UNIT","51576-54401 MARIE 07 55CM","White/12","QUANTITY","51576-54401 WHITE\12",,"5","84","71",,"80324","1867466",30,"N","5709433832701",1,59.99,,"Y",1.00,18.9900,18.9900,59.99,0.00,59.99,59.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","White","SIZE ","12",,,,,,,,,,,,
1007900019,"1007900019","100790","UNIT","51576-54401 MARIE 07 55CM","Lt Grey/14","QUANTITY","51576-54401 LTGREY\14",,"5","84","71",,"80324","2140292",30,"N","5709437769430",1,59.99,,"Y",1.00,18.9900,18.9900,59.99,0.00,59.99,59.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Lt Grey","SIZE ","14",,,,,,,,,,,,
1007910001,"1007910001","100791","UNIT","51576-5499 MARIE 07 55CM","Pink/10","QUANTITY","51576-5499 Marie 07 55Cm Pink/10",,"5","84","71",,"80324","1867794",30,"N","5709433900851",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Pink","SIZE ","10",,,,,,,,,,,,
1007910002,"1007910002","100791","UNIT","51576-5499 MARIE 07 55CM","Pink/12","QUANTITY","51576-5499 Marie 07 55Cm Pink/12",,"5","84","71",,"80324","1867800",30,"N","5709434406857",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Pink","SIZE ","12",,,,,,,,,,,,
1007910003,"1007910003","100791","UNIT","51576-5499 MARIE 07 55CM","Pink/14","QUANTITY","51576-5499 Marie 07 55Cm Pink/14",,"5","84","71",,"80324","1867817",30,"N","5709437730515",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Pink","SIZE ","14",,,,,,,,,,,,
1007910004,"1007910004","100791","UNIT","51576-5499 MARIE 07 55CM","Pink/16","QUANTITY","51576-5499 Marie 07 55Cm Pink/16",,"5","84","71",,"80324","1867824",30,"N","5709433900882",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Pink","SIZE ","16",,,,,,,,,,,,
1007910005,"1007910005","100791","UNIT","51576-5499 MARIE 07 55CM","Pink/18","QUANTITY","51576-5499 Marie 07 55Cm Pink/18",,"5","84","71",,"80324","1867831",30,"N","5709434406888",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Pink","SIZE ","18",,,,,,,,,,,,
1007910006,"1007910006","100791","UNIT","51576-5499 MARIE 07 55CM","BLUE/10","QUANTITY","51576-5499 Marie 07 55Cm BLUE/10",,"5","84","71",,"80324","1867848",30,"N","5709433901117",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","BLUE","SIZE ","10",,,,,,,,,,,,
1007910007,"1007910007","100791","UNIT","51576-5499 MARIE 07 55CM","BLUE/12","QUANTITY","51576-5499 Marie 07 55Cm BLUE/12",,"5","84","71",,"80324","1867855",30,"N","5709433901124",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","BLUE","SIZE ","12",,,,,,,,,,,,
1007910008,"1007910008","100791","UNIT","51576-5499 MARIE 07 55CM","BLUE/18","QUANTITY","51576-5499 Marie 07 55Cm BLUE/18",,"5","84","71",,"80324","1867886",30,"N","5709433901155",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","BLUE","SIZE ","18",,,,,,,,,,,,
1007910010,"1007910010","100791","UNIT","51576-5499 MARIE 07 55CM","Navy/18","QUANTITY","51576-5499 Marie 07 55Cm Navy/18",,"5","84","71",,"80324","2023076",30,"N","5709426833470",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Navy","SIZE ","18",,,,,,,,,,,,
1007910014,"1007910014","100791","UNIT","51576-5499 MARIE 07 55CM","BLUE/16","QUANTITY","51576-5499 Marie 07 55Cm BLUE/16",,"5","84","71",,"80324","1867879",30,"N","5709433901148",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","BLUE","SIZE ","16",,,,,,,,,,,,
1007910016,"1007910016","100791","UNIT","51576-5499 MARIE 07 55CM","Navy/16","QUANTITY","51576-5499 Marie 07 55Cm Navy/16",,"5","84","71",,"80324","2023069",30,"N","5709426833463",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Navy","SIZE ","16",,,,,,,,,,,,
1007910018,"1007910018","100791","UNIT","51576-5499 MARIE 07 55CM","Asstd/14","QUANTITY","51576-5499 Marie 07 55Cm ASStd/14",,"5","84","71",,"80324","2195940",30,"N","5709423267940",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Asstd","SIZE ","14",,,,,,,,,,,,
1007910020,"1007910020","100791","UNIT","51576-5499 MARIE 07 55CM","BLUE/14","QUANTITY","51576-5499 Marie 07 55Cm BLUE/14",,"5","84","71",,"80324","1867862",30,"N","5709433901131",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","BLUE","SIZE ","14",,,,,,,,,,,,
1007910023,"1007910023","100791","UNIT","51576-5499 MARIE 07 55CM","Pink/20","QUANTITY","51576-5499 Marie 07 55Cm Pink/20",,"5","84","71",,"80324","2199221",30,"N","5709434406895",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Pink","SIZE ","20",,,,,,,,,,,,
1007910025,"1007910025","100791","UNIT","51576-5499 MARIE 07 55CM","Silver/10","QUANTITY","51576-5499 Marie 07 55Cm Silver/10",,"5","84","71",,"80324","2273969",30,"N","5709434407618",1,42.99,,"Y",1.00,13.9900,14.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Silver","SIZE ","10",,,,,,,,,,,,
1007910026,"1007910026","100791","UNIT","51576-5499 MARIE 07 55CM","GREEN/12","QUANTITY","51576-5499 Marie 07 55Cm GREEN/12",,"5","84","71",,"80324","2273921",30,"N","2273921",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","GREEN","SIZE ","12",,,,,,,,,,,,
1007910027,"1007910027","100791","UNIT","51576-5499 MARIE 07 55CM","Silver/12","QUANTITY","51576-5499 Marie 07 55Cm Silver/12",,"5","84","71",,"80324","2273976",30,"N","5709434407625",1,42.99,,"Y",1.00,13.9900,14.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Silver","SIZE ","12",,,,,,,,,,,,
1007910028,"1007910028","100791","UNIT","51576-5499 MARIE 07 55CM","GREEN/16","QUANTITY","51576-5499 Marie 07 55Cm GREEN/16",,"5","84","71",,"80324","2273945",30,"N","2273945",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","GREEN","SIZE ","16",,,,,,,,,,,,
1007910029,"1007910029","100791","UNIT","51576-5499 MARIE 07 55CM","Silver/16","QUANTITY","51576-5499 Marie 07 55Cm Silver/16",,"5","84","71",,"80324","2273990",30,"N","5709434407649",1,42.99,,"Y",1.00,13.9900,14.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Silver","SIZE ","16",,,,,,,,,,,,
1007910030,"1007910030","100791","UNIT","51576-5499 MARIE 07 55CM","Silver/18","QUANTITY","51576-5499 Marie 07 55Cm Silver/18",,"5","84","71",,"80324","2274003",30,"N","5709434407656",1,42.99,,"Y",1.00,13.9900,14.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Silver","SIZE ","18",,,,,,,,,,,,
1007910031,"1007910031","100791","UNIT","51576-5499 MARIE 07 55CM","Black/10","QUANTITY","51576-5499 BLACK\10",,"5","84","71",,"80324","2023083",30,"N","5709423268411",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","10",,,,,,,,,,,,
1007910032,"1007910032","100791","UNIT","51576-5499 MARIE 07 55CM","Navy/10","QUANTITY","51576-5499 NAVY\10",,"5","84","71",,"80324","2023038",30,"N","5709426833432",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Navy","SIZE ","10",,,,,,,,,,,,
1007910033,"1007910033","100791","UNIT","51576-5499 MARIE 07 55CM","Black/12","QUANTITY","51576-5499 BLACK\12",,"5","84","71",,"80324","2023090",30,"N","5709423268428",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","12",,,,,,,,,,,,
1007910034,"1007910034","100791","UNIT","51576-5499 MARIE 07 55CM","Navy/12","QUANTITY","51576-5499 NAVY\12",,"5","84","71",,"80324","2023045",30,"N","5709437729076",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Navy","SIZE ","12",,,,,,,,,,,,
1007910035,"1007910035","100791","UNIT","51576-5499 MARIE 07 55CM","Black/14","QUANTITY","51576-5499 BLACK\14",,"5","84","71",,"80324","2023106",30,"N","5709423268435",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","14",,,,,,,,,,,,
1007910036,"1007910036","100791","UNIT","51576-5499 MARIE 07 55CM","Navy/14","QUANTITY","51576-5499 NAVY\14",,"5","84","71",,"80324","2023052",30,"N","5709423267933",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Navy","SIZE ","14",,,,,,,,,,,,
1007910037,"1007910037","100791","UNIT","51576-5499 MARIE 07 55CM","Black/16","QUANTITY","51576-5499 BLACK\16",,"5","84","71",,"80324","2023113",30,"N","5709423268442",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","16",,,,,,,,,,,,
1007910038,"1007910038","100791","UNIT","51576-5499 MARIE 07 55CM","Cerise/16","QUANTITY","51576-5499 CERISE\16",,"5","84","71",,"80324","2140254",30,"N","2140254",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Cerise","SIZE ","16",,,,,,,,,,,,
1007910039,"1007910039","100791","UNIT","51576-5499 MARIE 07 55CM","Black/18","QUANTITY","51576-5499 BLACK\18",,"5","84","71",,"80324","2023120",30,"N","5709423268459",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Black","SIZE ","18",,,,,,,,,,,,
1007910040,"1007910040","100791","UNIT","51576-5499 MARIE 07 55CM","GREEN/12","QUANTITY","51576-5499 GREEN\12",,"5","84","71",,"80324","2273921",30,"N","5709432549471",1,42.99,,"Y",1.00,13.9900,14.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","GREEN","SIZE ","12",,,,,,,,,,,,
1007910041,"1007910041","100791","UNIT","51576-5499 MARIE 07 55CM","GREEN/16","QUANTITY","51576-5499 GREEN\16",,"5","84","71",,"80324","2273945",30,"N","5709432549495",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","GREEN","SIZE ","16",,,,,,,,,,,,
1007910042,"1007910042","100791","UNIT","51576-5499 MARIE 07 55CM","Asstd/16","QUANTITY","51576-5499 ASSTD\16",,"5","84","71",,"80324","2195957",30,"N","5709423267957",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Asstd","SIZE ","16",,,,,,,,,,,,
1007910043,"1007910043","100791","UNIT","51576-5499 MARIE 07 55CM","Cerise/10","QUANTITY","51576-5499 CERISE\10",,"5","84","71",,"80324","2140223",30,"N","2140223",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Cerise","SIZE ","10",,,,,,,,,,,,
1007910044,"1007910044","100791","UNIT","51576-5499 MARIE 07 55CM","Lt Blue/10","QUANTITY","51576-5499 LTBLUE\10",,"5","84","71",,"80324","2140179",30,"N","2140179",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Lt Blue","SIZE ","10",,,,,,,,,,,,
1007910045,"1007910045","100791","UNIT","51576-5499 MARIE 07 55CM","Cerise/12","QUANTITY","51576-5499 CERISE\12",,"5","84","71",,"80324","2140230",30,"N","2140230",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Cerise","SIZE ","12",,,,,,,,,,,,
1007910046,"1007910046","100791","UNIT","51576-5499 MARIE 07 55CM","Lt Blue/12","QUANTITY","51576-5499 LTBLUE\12",,"5","84","71",,"80324","2140186",30,"N","2140186",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Lt Blue","SIZE ","12",,,,,,,,,,,,
1007910047,"1007910047","100791","UNIT","51576-5499 MARIE 07 55CM","Cerise/14","QUANTITY","51576-5499 CERISE\14",,"5","84","71",,"80324","2140247",30,"N","2140247",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Cerise","SIZE ","14",,,,,,,,,,,,
1007910048,"1007910048","100791","UNIT","51576-5499 MARIE 07 55CM","Lt Blue/14","QUANTITY","51576-5499 LTBLUE\14",,"5","84","71",,"80324","2140193",30,"N","2140193",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Lt Blue","SIZE ","14",,,,,,,,,,,,
1007910049,"1007910049","100791","UNIT","51576-5499 MARIE 07 55CM","Lt Blue/16","QUANTITY","51576-5499 LTBLUE\16",,"5","84","71",,"80324","2140209",30,"N","2140209",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Lt Blue","SIZE ","16",,,,,,,,,,,,
1007910050,"1007910050","100791","UNIT","51576-5499 MARIE 07 55CM","Cerise/18","QUANTITY","51576-5499 CERISE\18",,"5","84","71",,"80324","2140261",30,"N","2140261",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Cerise","SIZE ","18",,,,,,,,,,,,
1007910051,"1007910051","100791","UNIT","51576-5499 MARIE 07 55CM","Lt Blue/18","QUANTITY","51576-5499 LTBLUE\18",,"5","84","71",,"80324","2140216",30,"N","2140216",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Lt Blue","SIZE ","18",,,,,,,,,,,,
1007910052,"1007910052","100791","UNIT","51576-5499 MARIE 07 55CM","Asstd/10","QUANTITY","51576-5499 ASSTD\10",,"5","84","71",,"80324","2195926",30,"N","5709423267919",1,42.99,,"Y",1.00,13.9900,13.9900,42.99,0.00,42.99,42.99,,,"N","N","N",,"N","N",1,"N",,"0.00","0.00",,,,,"COLOUR","Asstd","SIZE ","10",,,,,,,,,,,,
